####Christians####
catholic_DESC;Catholicism is one of the oldest branches of Christianity, and it survived the cataclysmic events of centuries past by the skin of its teeth. As always the formal head of the religion is the Bishop of Rome - the Pope. After the Deluge, the Papal authority of Rome was force to step out of merely being a spiritual head of the faith but also a leader for the many Catholics of the Old Continent. The Post-Antediluvian Popes in the centuries since have reestablish the Papal States to better maintain and prevent the core of the Catholic World from slipping away to the whims of Anti-Popes and Heathens. While it has lost touch with its branches outside of Europe, legates once more hope to sail outwards so that the Catholic Church may once more be a "Universal Church" for its wayward devoutees.;;;;;;;;;;;;;x
####Muslim####
ruhi;Ruh'i;;;;;;;;;;;;;x
ruhi_DESC;The Ruh'i School was founded on the principles of exploration of faith outside the strict adherence to traditional norms generally accepted among other Sunni schools of Jurisprudence. Instead believing that an examination of other faith's traditions can enrich the experience of being a Pious Muslim. As a result they do not wish to impose GHAZI upon unbelievers. Believers of this school contend that the inward Focus of Nizami on strictly adhering to ancient traditions and Muslim Brotherhood makes them unflexible in sea of great Changes sweeping across the Stagnant old Continent.;;;;;;;;;;;;;x
nizami;Nizami;;;;;;;;;;;;;x
nizami_DESC;The Nizami School has developed to be an inward facing perfection but still cosmopolitan stance of Sunni Jurisprudence (like Ruh'i). Nizami Believers Believe the importance in strengthening the bonds between brothers of the Faith and conducting themselves by the ancient Fatwas and traditions that have upheld Islam through the darkness of the Event. A solid foundation they believe is the root of Faith. Emphasizing Islamic Unity they uphold the legendary tolerance of the Old Caliphs as people to aspire to emulate. The encroaching tide of Change endangering the great legacy of Old.;;;;;;;;;;;;;x
sunni;Majlisi;;;;;;;;;;;;;x
sunni_DESC;Ash'ari, the Foremost school of Sunni Islam, has survived the event as it has every challenge it had faced before. Founded long ago by Abu al-Hasan al-Ash'ari who preached the oneness of God Almighty in every moment and matter in the universe. His ancient school staunchly rejects that Bila Kayf, unapparent meaning, in God's word as an assumption of blind faith or taqlid. Regardless Asharites see God's judgement as always just and his reason while masked to humanity ulimately good. A common hallmark of this school is its adherence commiting to tirelessly to studying and discussing the ancient words of the Quran and the Hadiths of the prophet Muhammad.;;;;;;;;;;;;;x
ahl_as_salah;Ahl As-Salah;;;;;;;;;;;;;x
ahl_as_salah_DESC;Ash'ari, the Foremost school of Sunni Islam, has survived the event as it has every challenge it had faced before. Founded long ago by Abu al-Hasan al-Ash'ari who preached the oneness of God Almighty in every moment and matter in the universe. His ancient school staunchly rejects that Bila Kayf, unapparent meaning, in God's word as an assumption of blind faith or taqlid. Regardless Asharites see God's judgement as always just and his reason while masked to humanity ulimately good. A common hallmark of this school is its adherence commiting to tirelessly to studying and discussing the ancient words of the Quran and the Hadiths of the prophet Muhammad.;;;;;;;;;;;;;x
salafi;Salafi;;;;;;;;;;;;;x
salafi_DESC;A so called “Return to Tradition” they like Wahabbi dogmatically approach Islam with the ideas of “returning” to the sense of Purity and success of the Early Muslim expansions since the life of the Prophet Muhammad. This is achieved by believing the Quran alone can suffice understand and that (some adherence) do not recognize taqliqh and vehemently disapproves of the concept of Islamic Saints and their veneration. Considered extremely conservative by other branches of Sunni and the wider Islamic World they seek to return it to a pure existence unpolluted by interpretation.;;;;;;;;;;;;;x
wahhabi;Wahhabi;;;;;;;;;;;;;x
wahhabi_DESC;The Oldest of the schools of Conservative Sunni Islam thought they uphold the general Salafi views of literalist interpretations of the Quran and are mistrustful of the Madhi and other jurisprudence of Islamic Law as forms of “intrepretation” of god’s uncorrupted reason. Proclaiming Tawhid (Devotion) to the one God all that is necessary against the sea of idolatry against the Oneness of God Almighty. As such also viewing bid'ah (Change) with great suspicion.;;;;;;;;;;;;;x
ismaili;Isma'ili;;;;;;;;;;;;;x
ismaili_DESC;One of the ancient schools of Shia Islam, The Ismailite Imam descend from the line of Muhammad ibn Isma'il said to have entered occultation until the coming day of judgement to lead his people in the name of god. Ismailte seek to study God Almighty through the examination of Batin (inward self) and Zahir (outward self). And thus have a long tradition of Ta'wil (elucidate) the meaning of the Quran as an allegory. This approach being an attempt to find greater hidden meaning to uplift both aspects of the soul to higher spirituality with God Almighty.;;;;;;;;;;;;;x
zaydi;Zaydi;;;;;;;;;;;;;x
zaydi_DESC;Zaidiyyah, otherwise known as Fivers, is the oldest branch of Shia Islam born from the martyrdom of Zaid who revolted against the unjust rule of the Umayyad Caliph Hisam ibn Abd al-Malik. They believe that imamate succession fell upon the Zaid line but are much less strigent on the matter of Ummah succession as they do not believe in the infalliablity of heriditary succession of the Ummah. That being that it should not be limited to direct father to son succession as it is in other Shia Schools. In all Zaydi contend in humanity's responsiblity to carry out justice in the witness of God as they believe Zaid did when he rose against the wicked Caliph.;;;;;;;;;;;;;x
shiite;Ithna'ashariyya;;;;;;;;;;;;;x
shiite_DESC;Twelver Shia Muslims believe the Twelve Imams from Ali to Madhi were all divinely ordained leaders who carry the Prophet Muhammad infalliable essence of Hikmah (Knowlege) of Islamic Law and Juriprudence. They await the return of Imam Madhi from Occulation to join faithful muslims upon the battlefield against the terrible Dajjal at the end times. They hold that only the Imam descended from the lineage of the prophet may hold the esteem office of the Ummah. A belief that share with other Shia Schools is the belief in the balance of Batin and Zahir (The Inner and Other Self).;;;;;;;;;;;;;x
akhbari;Akhbari;;;;;;;;;;;;;x
akhbari_DESC;Twelver Shia Muslims believe the Twelve Imams from Ali to Madhi were all divinely ordained leaders who carry the Prophet Muhammad infalliable essence of Hikmah (Knowlege) of Islamic Law and Juriprudence. They await the return of Imam Madhi from Occulation to join faithful muslims upon the battlefield against the terrible Dajjal at the end times. They hold that only the Imam descended from the lineage of the prophet may hold the esteem office of the Ummah. A belief that share with other Shia Schools is the belief in the balance of Batin and Zahir (The Inner and Other Self).;;;;;;;;;;;;;x
ibadi;Ibadi;;;;;;;;;;;;;x
ibadi_DESC;Ibadi Muslim hold themselves apart from the wider Sunni and Shia Rivalry positioning themselves in their local communities as elected imams. Emphasizing the actions of the learnt nature of an Imam as an important pillar of their communities. Whether sworn to secrecy, exchanging their life to the divine, ruling the Sultanate, or fighting to defend their community the imam are beholden to their people as much as any ruler in any realm and can be relieved of their assign duties. As they themselves are simply Custodians of their community.;;;;;;;;;;;;;x
revivalist;Revivalist;;;;;;;;;;;;;x
revivalist_DESC;Whilst much of the Ummah saw the Event as a test by God, the Revivalist sect saw it in a very different light. The Event was no test-- it was a reckoning, a punishment from God for the sins of society. Ostracized from the Traditionalist community, the Revivalists believed the only way to "revive" society and lift God's punishment was to cleanse sin and heresy from this world.;;;;;;;;;;;;;x
liberation_islam;Liberation Islam;;;;;;;;;;;;;x
liberation_islam_DESC;placeholder;;;;;;;;;;;;;x
sunnah;Ahlus Sunnah;;;;;;;;;;;;;x
sunnah_DESC;placeholder;;;;;;;;;;;;;x
####Jewish####
jewish_group;Jewish;;;;;;;;;;;;;x
haredi;Haredi;;;;;;;;;;;;;x
haredi_DESC;Since the time before the Event, Haredi Jews have attempted to preserve what they believe is the correct form of Judaism by isolating themselves in tight-knit, insular communities. Haredi men in all parts of society dedicate much of their time to the study of Torah and Talmud, from youth until old age. After the event, many Haredi pilgrims began to resettle in the old country, building communities near the graves of Tzaddiks. Whether living in exile or in the chaos of the holy land, Haredim still patiently await the arrival of the Moshiach, who will, even though he tarries, gather the exiles, and restore the Promised Land and Holy Temple.;;;;;;;;;;;;;x
haskalah;Haskalah;;;;;;;;;;;;;x
haskalah_DESC;The Haskalah (lit. Enlightenment) Movement first emerged before the Event, and its ideals have managed to persist among Jewish communities throughout the centuries. While opinions differ between the various denominations on approaches to Halakha (Jewish Religious Law), all permit women to be ordained as rabbis and allow marriage between same-sex couples. The Jews of the Haskalah maintain that individual Jews should work towards restoring the pre-Event world through good works and philanthropy. This principle is known as "Tikkun Olam"-- literally, "repair of the world".;;;;;;;;;;;;;x
ivri;Ichud Ha'Ivrim;;;;;;;;;;;;;x
ivri_DESC;Long ago the Jews of Israel were cast across the world by a great exile, greater even then the one described in the Torah. But it was said in the final throes of humanity before the event, the long exile was ended and all of Jews across their scattered communities and traditions returned to Israel to rebuild what was once lost. These are the origins for the people who now call themselves Ha'Ivrim. Standing in a precarious situation once more with the constant turmoil of squabbling warlords, they choose to rally behind the great tradition of debate and the persistent spirit of all Jews to face the challenges that have laid before them, with both the knowledge of Torah and of the outside world to guide them. No matter which rites or traditions they may follow, they are ultimately at the end striving to live by God's Commandments. A united people in faith to God Almighty, Kol Israel Arevim Ze Ba-Ze.;;;;;;;;;;;;;x
####Vernacular####
vernacular;Vernacular;;;;;;;;;;;;;x
sun_king_cultist;Soleil Royal;;;;;;;;;;;;;x
sun_king_cultist_DESC;"L'état, c'est moi" so sayeth the Lord, the Radiant Sun of the Universe who sent the first King of Kings, Jesus the Lord, and the ever faithful Maid, the Holy Spirit of the Divine Order, to defend him and his subjects in the Kingdom of Heaven. Through the emanation of the Heavenly Sovereign, he was born to a Virgin Queen. Jesus's benevolence as sovereign of the Kingdom of Heaven is a tale much lauded by believer of his divine kingship. Believing that to rule one must follow the example of Jesus the Lord, as did the Sun King of Man did so long ago. Many lords who still uphold the legendary fundamentals seek to restore the cosmic right, The Radiant Lord of the Universe intended.;;;;;;;;;;;;;x
chevalier;Chevalier;;;;;;;;;;;;;x
chevalier_DESC;After the first Sun King declared to his followers that he was an heir to not just the Kings of old but Jesus himself, his closest companion, Le Bon Chevalier, left in disgust, with half of their knights. These knights were the first generation of the Chevaliers. They hold close their code of chivalry, claiming that it is deeds and virtue, not blood that makes one worthy to rule in the eyes of God. The Chevaliers seek to follow the ways of the Nine Worthies of old, the great knights and rulers blessed by God himself.;;;;;;;;;;;;;x
folketro;Folketro;;;;;;;;;;;;;x
folketro_DESC;Folketro, or Folk Faith, is the native religion of Scandinavia, an amalgation of Lutheranism and Nordic folklore. It is naturally viewed with suspicion by the Christian world due to its rather unorthodox belief system, such as venerating the "Hidden Folk", local spirits and supernatural beings. They view the Event as the fabled Ragnarok, which destroyed much of the Old World in a cataclysmic war between the Old Gods.;;;;;;;;;;;;;x
fornsed;Forn Sed;;;;;;;;;;;;;x
fornsed_DESC;The Forn Sed faith is a branch of the Folketro Tradition which focuses on veneration of saints, Jesus and God than folkloric beings like Askeladden. A great trio of mighty saints stand as the foremost entities of Forn Sed belief, save God and Jesus; Sankte Per, the gatekeeper of heaven, who sends the unworthy to where the Mountain King dines with the Devil. Santa Lucia, the maiden of light whose bright flames made the great darkness which the Event brought a little more bearable. Sankt Olav, the eternal king who sent trolls north-and-down with his silver axe and golden lion.;;;;;;;;;;;;;x
nysed;Ny Sed;;;;;;;;;;;;;x
nysed_DESC;In contrast to mainstream Folketro Traditions, avid believers of Trolltro venerates one being above all others, the mysterious Huntsman whose terrible Wild Hunt shows up whenever the world is ready for a new Ragnarok. Harkening back to the days when men still rode dragons across the waves, they view other religions with far more hostility than its Folketro and Forn Sed counterparts and they eagerly await the coming of their terrible messiah, the Allfader...;;;;;;;;;;;;;x
####Islamo-Syncretic####
islamosyncretic;Islamo-Syncretic;;;;;;;;;;;;;x
druze;Druze;;;;;;;;;;;;;x
druze_DESC;The Druze are a group that emerged from Ismailism and incorporates Gnostic, Shiite, and Neoplatonic texts into their canon.  Believing that God can give his essence to individuals as well as take form, they venerate various figures as the embodied god, chief among them Fatimid Caliph al-Hakim and Adam, the first man.  A somewhat insular community, it is rare for them to accept outsiders.;;;;;;;;;;;;;x
bahai;Bahá'í;;;;;;;;;;;;;x
bahai_DESC;Baha'i's descend from the Universalist movement of the prophet Bab and his successor Bahá'u'lláh.  They believe that all religions are essentially one and that God had sent messengers to the world, known as "manifestations of god" to spread his teachings.  These prophets were given the message of god to spread to each people according to their need, however over time a new prophet was needed to correct the mistakes of their followers, leading up to Bahá'u'lláh.;;;;;;;;;;;;;x
yazidi;Êzîdî;;;;;;;;;;;;;x
yazidi_DESC;The Êzîdîs are a syncretic sect of Zoroastrianism, Gnosticism, Iranic religion, and Islam who live on the fringes of Islamic society.  Believing themselves the descendents of Adam alone, they believe they alone are chosen by Khwoda who is emanated in the form of the Seven Angels, led by Tawuse Melek.  They revere Sheikh Adi as one of the principal founders of their religion along with his companions. They adhere to strict laws of purity and shun outsiders.;;;;;;;;;;;;;x
alawi;Alawi;;;;;;;;;;;;;x
alawi_DESC;A secretive and syncretic faith, the Alawi have long lived in small communities in the Levant.  They originate from the disciple Ibn Nusayr as a continuation of Twelver Shi'ite thought, but beyond that, much of their practices are unkown. They believe in the one God - who some allege manifests as triad - and are alleged to partake in a communion-like ritual to obtain his transubstantiated essence. They are also believed to accept reincarnation, allegedy believing that they were originally the souls of the stars and must incarnated in human form to once again join the divine as formless souls in the heavens.;;;;;;;;;;;;;x
ahl_e_haqq;Ahl-e Haqq;;;;;;;;;;;;;x
ahl_e_haqq_DESC;Sometimes called Yarsanis or Kaka'is, the followers of Ahl-e Haqq are loosely organized around the teachings of Gorani Mystic Sultan Sahak.  Their beliefs are a fusion of Ghulat Shi'ism and pre-Islamic folk traditions as well as Zoroastrianism and Manichaeism.  They believe in a succession of incarnations of God who brought the religion to them each accompanied by four angels, as well as a cycle of 1001 rebirths to purify the soul.  Ritual use of songs and poetry play a vital part in their relgion.;;;;;;;;;;;;;x
####Scholastic####
scholastic;Scholastic;;;;;;;;;;;;;x
neuhumanist;Neuhumanist;;;;;;;;;;;;;x
neuhumanist_DESC;Neuhumanism holds a belief in the Creator, who is revealed by the application of reason and philosophy, and the capability of human beings to know and understand Truth. It looks back to the fabled time of Enlightenment as the high point man’s intellect, when the closest was delved to the Deity’s intellect. While maintaining many Abrahamic roots, their deistic view on the Creator and its openness to any school of thought that adheres to its Five Maxims has distanced it from the Abrahamic faiths.;;;;;;;;;;;;;x
valinorism;Valinorism;;;;;;;;;;;;;x
valinorism_DESC;In the passing of the Ages, much truth is lost to fate and misfortune and many things that should not be forgotten are. But by chance or design, they may be sung into the world once more. Valinorism is based on a rediscovered holy text called the Silmarillion. Founded from the ruins of Oxford, Valinorists believe in a detailed history, order of gods, and spirituality which is seemingly divorced from the other religions of Britain. With their henotheistic reverence of the fourteen Powers and the All-Father, fascination with craft and creation, and almost welcoming view of death, they have long stood apart from more established pre-Fall faiths. Though much reduced from their temporal height in Britain, Valinorist realms still cling on to the shores of the Irish Sea.;;;;;;;;;;;;;x
glorian;Glorian;;;;;;;;;;;;;x
glorian_DESC;Old Albion fell harder than most, her institutions and cities were completely swallowed in the madness of the Event. By the time the potentates of Britain organized and got back on their feet little was left of the old civilization. In the face of this spiritual vacuum they fell back on the fragments still known and recorded of Old Albion. In those ancient days there were great theologians, mystic-princes, bards that enchanted all of Europe, and ruling over them all was a wise and faultless Virgin Queen who shielded her people from all harm. Rulers and covens of scholar-priests still pay homage to the Prime Minister and the Two High-Houses of Parliament gathered around the empty throne. Many pray for an end to the long interregnum, and the return of the once and future Queen...;;;;;;;;;;;;;x
thelema;Thelema;;;;;;;;;;;;;x
thelema_DESC;Thelema is a British mystic religion "spiritual philosophy" developed by Aleister Crowley, based on the law: "Do what thou wilt shall be the whole of the Law." It is a polytheistic religion that draws its pantheon of gods from the religious beliefs of Ancient Egypt.;;;;;;;;;;;;;x
####Old World Cultist####
old_world_cultist_group;Old World Cultist;;;;;;;;;;;;;x
jedinstvo;Jedinstvo;;;;;;;;;;;;;x
jedinstvo_DESC;placeholder;;;;;;;;;;;;;x
chronicler;Chronicler;;;;;;;;;;;;;x
chronicler_DESC;placeholder;;;;;;;;;;;;;x
jacobin;Jacobin;;;;;;;;;;;;;x
jacobin_DESC;Once, a world and several lifetimes ago, there was the Republic. Gods walked freely and mingled with mankind, treating with them as equals. The people lived in peace and prosperity, knowing that the virtues of Liberty, Equality and Fraternity guided them towards just and fair government, through the consent of all. But then came the Event, and the Republic shattered, lost to the tyranny and perfidy of those who sought to cast her down. To this day, the Jacobin folk live and revere the memory of the world-that-was, steadfastly clinging to memories of a time long bygone and hoping that the utopia of the old world shall one day come to life again. But just as the Old Republic was built at swordpoint and watered with the blood of tyrants, mayhaps it is time for the people to rise again and restore just and virtuous rule once more…;;;;;;;;;;;;;x
an_nahar;an-Nahar;;;;;;;;;;;;;x
an_nahar_DESC;placeholder;;;;;;;;;;;;;x
resurrectionist;Resurrectionist;;;;;;;;;;;;;x
resurrectionist_DESC;placeholder;;;;;;;;;;;;;x
zimiran;Zimiran;;;;;;;;;;;;;x
zimiran_DESC;Along the sacred steppes and desert oases, the Zimiran faithful remember the days in which men rode steel chariots to the stars. One day, they too hope to travel the stars, drawing the Mahdi out of his occlusion in order to bring about the Day of Judgement and fix the broken world. To bring about that day, they hold faith in God and his Prophet Muhammed, studying the mysteries of the stars and wandering the steppes in hope of reaching unity with God. Man reaches wisdom by learning through seeing, reading, and studying. The wiser he becomes, the closer he is to God.;;;;;;;;;;;;;x
proletcult;Proletkult;;;;;;;;;;;;;x
proletcult_DESC;Communism is when the feudal lord does things.;;;;;;;;;;;;;x
####Pagan####
lusitanian;Lusitanian;;;;;;;;;;;;;x
lusitanian_DESC;Lusitanian strive to continue their proud lineage as people blessed by the gods of the Concílio dos Deuses Olímpicos and the lord Jesus Christ. Their great Hero-King and Founder, Lusus sailed a great boat on a journey so grand that the people of the great lands Lusitania still sing about his heroic endeavors. The armillary globe the last relic and proof of his great journey to the people of Portugal for which can trace its roots back to the ancient state of Lusitania.;;;;;;;;;;;;;x
lusitanian_reformed;Lusitanian;;;;;;;;;;;;;x
lusitanian_reformed_DESC;Lusitanian strive to continue their proud lineage as people blessed by the gods of the Concílio dos Deuses Olímpicos and the lord Jesus Christ. Their great Hero-King and Founder, Lusus sailed a great boat on a journey so grand that the people of the great lands Lusitania still sing about his heroic endeavors. The armillary globe the last relic and proof of his great journey to the people of Portugal for which can trace its roots back to the ancient state of Lusitania.;;;;;;;;;;;;;x
sjotru;Sjótrú;;;;;;;;;;;;;x
sjotru_DESC;Across the rugged North Sea one might find the scattered followers of what many call the Sjótrúar, the folk of the Sea. A broad term that encompasses many lesser cults dedicated to local deities, spirits and culture heroes, one constant links them together; the veneration of the Sea as the great life-giving force for all mankind, be this in the shape of Arnakuagsak or Njörður. Whaling has, even from the time efore the Deluge, always been an important aspect of the lives of the people adhering to this disorganized religion and it is almost universally considered a rite of passage for young men.;;;;;;;;;;;;;x
sjotru_reformed;Sjótrú;;;;;;;;;;;;;x
sjotru_reformed_DESC;Across the rugged North Sea one might find the scattered followers of what many call the Sjótrúar, the folk of the Sea. A broad term that encompasses many lesser cults dedicated to local deities, spirits and culture heroes, one constant links them together; the veneration of the Sea as the great life-giving force for all mankind, be this in the shape of Arnakuagsak or Njörður. Whaling has, even from the time efore the Deluge, always been an important aspect of the lives of the people adhering to this disorganized religion and it is almost universally considered a rite of passage for young men.;;;;;;;;;;;;;x
jumic;Jumic;;;;;;;;;;;;;x
jumic_DESC;An amalgamation of the faiths of the herders of northern Russia and Siberia. They follow a henotheist and semi-monist religion led by a group of Najts who are akin to the Uralic Shaman. Their worship is highly mobile as they are mostly nomadic or semi-nomadic so religious paraphernalia is small and portable and thus held within their sleds.;;;;;;;;;;;;;x
jumic_reformed;Jumic;;;;;;;;;;;;;x
jumic_reformed_DESC;An amalgamation of the faiths of the herders of northern Russia and Siberia. They follow a henotheist and semi-monist religion led by a group of Najts who are akin to the Uralic Shaman. Their worship is highly mobile as they are mostly nomadic or semi-nomadic so religious paraphernalia is small and portable and thus held within their sleds.;;;;;;;;;;;;;x
###Eastern###
eastern;Eastern;;;;;;;;;;;;;x
ruist;Ruist;;;;;;;;;;;;;x
ruist_DESC;Ruism, also called Confucianism, is the guiding philosophy of China and one of the oldest religions in the world.  While often considered simply a philosophy, it has acquired ritual elements over its long history and incorporates the worship of a diverse pantheon.  The core of this religion is the relationship of the individual to his family and his nation, as well as the relationship of him to heaven.;;;;;;;;;;;;;x
taoist;Daoist;;;;;;;;;;;;;x
taoist_DESC;Daoism is an ancient religion said to be based on the writings of Laozi, the wise master.  Daoist practice involves the worship of deities and the practice of inner and outer alchemy as well as meditations to achieve a state called Wu Wei, effortless exertion to move with the monistic force of Dao.;;;;;;;;;;;;;x
###Buddhist###
buddhist_group;Buddhist;;;;;;;;;;;;;x
mahayana;Mahayana;;;;;;;;;;;;;x
mahayana_DESC;Traditionally the most popular vehicle of Buddhism in East Asia, After the event new faiths and traditions have greatly diminished its prominence. Mahayana stresses the importance of the Bodhisattva, enlightened beings who emulates the righteous virtues and compassion of The Buddha, Shakyamuni, who cared deeply for bringing all out of the cycle of Samsara so that everyone lives free of suffering in the Heavenly Pure Realms.;;;;;;;;;;;;;x
####Religion Flavor#####
GOD_ERU_ILLUVITAR;Eru Illuvitar;;;;;;;;;;;;;x
GOD_MANWE;Manwe;;;;;;;;;;;;;x
GOD_VARDA;Varda;;;;;;;;;;;;;x
GOD_MANDOS;Mandos;;;;;;;;;;;;;x
GOD_OROME;Orome;;;;;;;;;;;;;x
GOD_YAVANNA;Yavanna;;;;;;;;;;;;;x
GOD_AULE;Aule;;;;;;;;;;;;;x
GOD_ULMO;Ulmo;;;;;;;;;;;;;x
GOD_LORIEN;Lorien;;;;;;;;;;;;;x
GOD_TULKAS;Tulkas;;;;;;;;;;;;;x
GOD_NIENNA;Nienna;;;;;;;;;;;;;x
GOD_ESTE;Este;;;;;;;;;;;;;x
GOD_VAIRE;Vaire;;;;;;;;;;;;;x
GOD_VANA;Vana;;;;;;;;;;;;;x
GOD_NESSA;Nessa;;;;;;;;;;;;;x
GOD_MORGOTH;Morgoth;;;;;;;;;;;;;x
THE_LEGENDARIUM;The Legendarium;;;;;;;;;;;;;x
job_spiritual_valinorism;Wiseman;;;;;;;;;;;;;x
####Religion Flavor - Neuhumanism####
GOD_THE_SUPREME_BEING;The Supreme Being;;;;;;;;;;;;;x
GOD_CHRIST;Christ;;;;;;;;;;;;;;x
GOD_THE_MUSES;The Muses;;;;;;;;;;;;;;x
GOD_MUSE_CONCORDIA;Concordia;;;;;;;;;;;;;;x
GOD_ST_KANT;Saint Kant;;;;;;;;;;;;;;x
GOD_ST_SPINOZA;Saint Spinoza;;;;;;;;;;;;;;x
GOD_ST_KIERKEGAARD;Saint Kierkegaard;;;;;;;;;;;;;;x
GOD_ST_ROUSSEAU;Saint Rousseau;;;;;;;;;;;;;;x
THE_UNENLIGHTENED;The Unenlightened;;;;;;;;;;;;;;x
GOD_THE_DECEIVER;The Deceiver;;;;;;;;;;;;;;x
GOD_DISCORDIA;Discordia;;;;;;;;;;;;;;x
THE_CLASSICS;The Classics;;;;;;;;;;;;;x
idealism;;;;;;;;;;;;;;x
ideal_desc;Humans have imperfect perception, marred by subjectivity; God has perfect perception, as he is perfect, we cannot directly percieve him.;;;;;;;;;;;;;x
####Religion Flavor - Jedinstvo#####
job_spiritual_jedinstvo;Manager;;;;;;;;;;;;;x
GOD_BROTHERHOOD_AND_UNITY;Bratstvo I Jedinstvo;;;;;;;;;;;;;x
GOD_TITO;Tito;;;;;;;;;;;;;x
GOD_THE_OCCUPIERS;The Occupiers;;;;;;;;;;;;;x
PEOPLES_LIBERATORY_WAR;People's Liberatory War;;;;;;;;;;;;;x
PARTISAN_LEGENDS;Partisan Legends;;;;;;;;;;;;;x
####Religion Flavor - Chroniclers####
job_spiritual_chronicler;Lecturer;;;;;;;;;;;;;x
GOD_MONAD;Monad;;;;;;;;;;;;;x
GOD_THE_IGNORANT;The Ignorant;;;;;;;;;;;;;x
GOD_THE_KNOWLEDGES;The Knowledges;;;;;;;;;;;;;x
GOD_THE_PILLS;The Pills;;;;;;;;;;;;;x
GOD_THE_GREAT_FIAT;The Great Fiat;;;;;;;;;;;;;x
GOD_THE_TOWERS;The Towers;;;;;;;;;;;;;x
THE_LECTURES;The Lectures;;;;;;;;;;;;;x
####Religion Flavor - Muslim####
GOD_ALLAH;Allah;;;;;;;;;;;;;x
GOD_THE_GREATEST;Akhbar;;;;;;;;;;;;;x
GOD_SHAYTAN;Shaytan;;;;;;;;;;;;;x
GOD_IBLIS;Iblis;;;;;;;;;;;;;x
THE_QURAN;The Quran;;;;;;;;;;;;;x
SEYH_UL_ISLAM;Seyh Ul-Islam;;;;;;;;;;;;;x
IMAM;Imam;;;;;;;;;;;;;x
GRAND_MUFTI;Grand Mufti;;;;;;;;;;;;;x
AL_WAQIL;al-Waqil;;;;;;;;;;;;;x
